direction,pulse_us,angle_deg,valid
D,621,8.965,1
D,620,8.877,1
D,619,8.701,1
D,618,8.701,1
D,617,8.701,1
D,616,8.701,1
D,615,8.525,1
D,614,8.262,1
D,613,8.262,1
D,612,8.262,1
D,611,8.086,1
D,610,7.734,1
D,609,7.646,1
D,608,7.646,1
D,607,7.559,1
D,606,7.559,1
D,605,7.559,1
D,604,7.559,1
D,603,7.383,1
D,602,7.119,1
D,601,7.031,1
D,600,7.031,1
D,599,6.943,1
D,598,6.943,1
D,597,6.943,1
D,596,6.855,1
D,595,6.504,1
D,594,6.240,1
D,593,5.977,1
D,592,5.977,1
D,591,5.977,1
D,590,5.977,1
D,589,5.977,1
D,588,5.977,1
D,587,5.977,1
D,586,5.801,1
D,585,5.625,1
D,584,5.361,1
D,583,5.186,1
D,582,5.098,1
D,581,5.010,1
D,580,5.010,1
D,579,5.098,1
D,578,4.922,1
D,577,4.746,1
D,576,4.658,1
D,575,4.570,1
D,574,4.395,1
D,573,4.219,1
D,572,4.131,1
D,571,4.131,1
D,570,3.955,1
D,569,3.779,1
D,568,3.779,1
D,567,3.779,1
D,566,3.691,1
D,565,3.516,1
D,564,3.164,1
D,563,2.988,1
D,562,2.900,1
D,561,2.900,1
D,560,2.900,1
D,559,2.900,1
D,558,2.900,1
D,557,2.813,1
D,556,2.549,1
D,555,2.373,1
D,554,2.461,1
D,553,2.461,1
D,552,2.461,1
D,551,2.461,1
D,550,2.461,1
D,549,2.461,1
D,548,2.197,1
D,547,1.934,1
D,546,1.670,1
D,545,1.494,1
D,544,1.494,1
D,543,1.494,1
D,542,1.494,1
D,541,1.494,1
D,540,1.318,1
D,539,1.143,1
D,538,1.055,1
D,537,1.143,1
D,536,0.967,1
D,535,0.703,1
D,534,0.439,1
D,533,0.264,1
D,532,0.088,1
D,531,-0.176,1
D,530,-0.352,1
D,529,-0.352,1
D,528,-0.352,1
D,527,-0.352,1
D,526,-0.352,1
D,525,-0.352,1
D,524,-0.439,1
D,523,-0.615,1
D,522,-0.879,1
D,521,-0.879,1
D,520,-0.879,1
D,519,-0.879,1
D,518,-1.055,1
D,517,-1.055,1
D,516,-1.055,1
D,515,-1.143,1
D,514,-1.406,1
D,513,-1.670,1
D,512,-1.758,1
D,511,-1.846,1
D,510,-1.846,1
D,509,-1.934,1
D,508,-1.934,1
D,507,-2.109,1
D,506,-2.285,1
D,505,-2.461,1
D,504,-2.725,1
D,503,-2.637,1
D,502,-2.637,1
D,501,-2.637,1
D,500,-2.637,1
